user_id,email,first_name,last_name,gender,birthday,city,state,newsletter_sign_up_date,Age,Total_Lifetime_Value,Region
498,mattie@gmail.com,Mattie,Ovesen,Female,6/21/76,Washington,District of Columbia,,43,476,South Region
499,sonnie@gmail.com,Sonnie,Willavoys,Female,9/25/76,Santa Monica,California,,43,#N/A,West Region
500,quincey@gmail.com,Quincey,Ubach,Male,5/10/51,Pensacola,Florida,,69,424.55,South Region
501,ethan@gmail.com,Ethan,Heephy,Male,12/9/87,Houston,Texas,,32,205.9,South Region
502,madelin@gmail.com,Madelin,Mobius,Female,8/22/52,Honolulu,Hawaii,12/1/16,67,70,West Region
503,donnajean@gmail.com,Donnajean,Whitsun,Female,9/8/66,Springfield,Illinois,,53,332,Midwest Region
504,melina@gmail.com,Melina,Flemming,Female,2/16/64,Lake Charles,Louisiana,12/13/16,56,5,South Region
505,wilhelmine@gmail.com,Wilhelmine,Scothorn,Female,,New Castle,Pennsylvania,,,130.9,Northeast Region
506,daria@gmail.com,Daria,Lantuff,Female,6/7/61,Boulder,Colorado,11/8/16,58,58.2,West Region
507,corrie@gmail.com,Corrie,Zavattero,Male,8/24/50,Mc Keesport,Pennsylvania,9/28/16,69,537.95,Northeast Region
508,christabel@gmail.com,Christabel,MacShirie,Female,3/2/84,Santa Barbara,California,,36,59.5,West Region
509,sandie@gmail.com,Sandie,Haskins,Female,,Valley Forge,Pennsylvania,7/15/17,,351.5,Northeast Region
510,ragnar@gmail.com,Ragnar,Tchaikovsky,Male,4/17/63,Oxnard,California,8/13/18,57,4.3,West Region
511,codie@gmail.com,Codie,Esson,Male,9/20/82,Buffalo,New York,3/15/17,37,66,Northeast Region
512,lila@gmail.com,Lila,Geistbeck,Female,4/6/71,Aurora,Colorado,,49,521.1,West Region
513,ricard@gmail.com,Ricard,Savoury,Male,1/10/51,Birmingham,Alabama,12/24/17,69,470,South Region
514,leia@gmail.com,Leia,Trevan,Female,7/8/66,Fort Lauderdale,Florida,2/17/18,53,20,South Region
515,tina@gmail.com,Tina,Manchett,Female,4/29/74,Richmond,Virginia,5/13/17,46,#N/A,South Region
516,susy@gmail.com,Susy,Gowing,Female,,Salt Lake City,Utah,12/22/17,,419.2,West Region
517,darbie@gmail.com,Darbie,Nunan,Female,11/27/84,Miami,Florida,,35,#N/A,South Region
518,arny@gmail.com,Arny,Vettore,Male,,Philadelphia,Pennsylvania,10/13/17,,175.3,Northeast Region
519,horace@gmail.com,Horace,Fairburn,Male,7/7/63,Washington,District of Columbia,,56,43,South Region
520,vilma@gmail.com,Vilma,Porker,Female,11/11/76,Charleston,West Virginia,,43,201.8,South Region
521,dulcia@gmail.com,Dulcia,Joscelin,Female,1/16/59,Birmingham,Alabama,4/15/18,61,63.4,South Region
522,clerc@gmail.com,Clerc,Gresham,Male,1/13/64,Scranton,Pennsylvania,9/16/16,56,470,Northeast Region
523,coraline@gmail.com,Coraline,Elbourne,Female,3/1/51,Indianapolis,Indiana,3/19/17,69,14,Midwest Region
524,nanon@gmail.com,Nanon,Cadden,Female,5/28/58,Monticello,Minnesota,10/23/16,61,20,Midwest Region
525,sherlocke@gmail.com,Sherlocke,Gertray,Male,4/27/90,Oklahoma City,Oklahoma,8/22/16,30,20,South Region
526,parsifal@gmail.com,Parsifal,Roskam,Male,3/3/54,Salt Lake City,Utah,,66,122.4,West Region
527,ed@gmail.com,Ed,Vivians,Male,12/15/61,Houston,Texas,1/3/18,58,181.5,South Region
528,jerry@gmail.com,Jerry,Treher,Male,2/17/56,Oakland,California,,64,#N/A,West Region
529,lettie@gmail.com,Lettie,Aleshkov,Female,2/23/56,Santa Barbara,California,,64,51.8,West Region
530,jens@gmail.com,Jens,Laybourne,Male,8/21/85,Waco,Texas,,34,45,South Region
531,winifield@gmail.com,Winifield,Justice,Male,7/21/73,Denver,Colorado,,46,408,West Region
532,anneliese@gmail.com,Anneliese,Lamping,Female,9/23/56,Jeffersonville,Indiana,12/14/17,63,14.4,Midwest Region
533,jaye@gmail.com,Jaye,Windibank,Male,3/1/69,Waco,Texas,2/14/18,51,36.2,South Region
534,latrena@gmail.com,Latrena,Ellaman,Female,7/28/61,Minneapolis,Minnesota,11/17/16,58,16.8,Midwest Region
535,marvin@gmail.com,Marvin,Le Ball,Male,9/13/53,Scottsdale,Arizona,12/25/17,66,111.05,West Region
536,mychal@gmail.com,Mychal,Ambler,Male,7/10/72,New Orleans,Louisiana,12/2/17,47,920.4,South Region
537,willetta@gmail.com,Willetta,Elcox,Female,2/7/77,Richmond,Virginia,6/23/17,43,129.45,South Region
538,bartlet@gmail.com,Bartlet,Follows,Male,7/9/90,Cincinnati,Ohio,,29,212.3,Midwest Region
539,thea@gmail.com,Thea,Burry,Female,6/26/57,Fort Worth,Texas,9/7/17,62,131.6,South Region
540,asa@gmail.com,Asa,Rustich,Male,3/8/84,Saginaw,Michigan,,36,129.3,Midwest Region
541,kimmie@gmail.com,Kimmie,Rubinovitch,Female,3/3/58,Monroe,Louisiana,,62,50,South Region
542,prissie@gmail.com,Prissie,Braniff,Female,8/23/75,Atlanta,Georgia,,44,356,South Region
543,wilton@gmail.com,Wilton,Hengoed,Male,2/6/90,Lincoln,Nebraska,,30,33.6,Midwest Region
544,dorotea@gmail.com,Dorotea,Mengo,Female,10/29/74,Wichita Falls,Texas,8/25/16,45,70,South Region
545,herb@gmail.com,Herb,Courage,Male,5/11/55,Grand Junction,Colorado,4/2/17,65,20,West Region
546,kincaid@gmail.com,Kincaid,Moodey,Male,11/11/73,Tulsa,Oklahoma,,46,97.4,South Region
547,sibeal@gmail.com,Sibeal,Ledgard,Female,6/10/67,Boston,Massachusetts,,52,87.4,Northeast Region
548,myranda@gmail.com,Myranda,Hylands,Female,8/27/53,Philadelphia,Pennsylvania,6/11/17,66,55.3,Northeast Region
549,arlyn@gmail.com,Arlyn,Scarratt,Female,9/26/54,Pittsburgh,Pennsylvania,1/15/18,65,15,Northeast Region
550,felicity@gmail.com,Felicity,Borzoni,Female,7/5/66,Savannah,Georgia,12/5/16,53,93.8,South Region
551,pierce@gmail.com,Pierce,Suddick,Male,7/30/73,Everett,Washington,,46,#N/A,West Region
552,ysabel@gmail.com,Ysabel,O'Dreain,Female,5/12/81,Missoula,Montana,10/9/17,39,#N/A,West Region
553,colman@gmail.com,Colman,Segar,Male,9/25/76,West Palm Beach,Florida,6/19/17,43,59.6,South Region
554,beatrisa@gmail.com,Beatrisa,Denisevich,Female,11/30/86,Arlington,Virginia,6/12/17,33,400,South Region
555,meara@gmail.com,Meara,Patesel,Female,9/5/56,Jeffersonville,Indiana,3/29/18,63,84.8,Midwest Region
556,harcourt@gmail.com,Harcourt,Brosnan,Male,2/11/58,Knoxville,Tennessee,11/29/17,62,73.85,South Region
557,chad@gmail.com,Chad,Claxton,Male,2/2/67,Salt Lake City,Utah,6/7/18,53,70,West Region
558,palm@gmail.com,Palm,Carne,Male,10/16/62,Wilmington,Delaware,9/12/17,57,400,South Region
559,hunfredo@gmail.com,Hunfredo,Beggan,Male,,Spokane,Washington,,,140,West Region
560,cris@gmail.com,Cris,Keasy,Male,6/5/55,Irving,Texas,7/19/18,64,201.7,South Region
561,sly@gmail.com,Sly,Bankhurst,Male,8/6/88,New York City,New York,,31,400,Northeast Region
562,hussein@gmail.com,Hussein,Lemme,Male,12/14/87,Des Moines,Iowa,6/8/18,32,8.65,Midwest Region
563,mindy@gmail.com,Mindy,Seifenmacher,Female,9/18/84,Augusta,Georgia,7/17/18,35,4.3,South Region
564,quincy@gmail.com,Quincy,Artist,Male,6/7/73,Meridian,Mississippi,,46,462.3,South Region
565,vinny@gmail.com,Vinny,Peacham,Male,6/2/61,Columbus,Ohio,4/14/18,58,70,Midwest Region
566,rufe@gmail.com,Rufe,Flisher,Male,7/14/85,Cincinnati,Ohio,8/20/16,34,#N/A,Midwest Region
567,sheeree@gmail.com,Sheeree,Rome,Female,,Kansas City,Missouri,3/28/18,,97.9,Midwest Region
568,lise@gmail.com,Lise,Feldman,Female,9/30/56,Honolulu,Hawaii,6/7/18,63,456.3,West Region
569,kass@gmail.com,Kass,Crowley,Female,6/29/65,Santa Barbara,California,,54,#N/A,West Region
570,kelsey@gmail.com,Kelsey,Halbord,Female,1/12/52,Huntsville,Alabama,9/15/16,68,120,South Region
571,antonietta@gmail.com,Antonietta,Ewbanke,Female,4/15/69,Oakland,California,1/12/18,51,909,West Region
572,anne@gmail.com,Anne,Fremantle,Female,6/14/85,Miami,Florida,9/17/16,34,470,South Region
573,raoul@gmail.com,Raoul,Norgan,Male,4/18/74,Suffolk,Virginia,,46,55,South Region
574,rudyard@gmail.com,Rudyard,Nurse,Male,1/9/83,Albany,New York,12/28/17,37,450.4,Northeast Region
575,my@gmail.com,My,Snewin,Male,7/20/82,Philadelphia,Pennsylvania,2/13/17,37,129.2,Northeast Region
576,ashleigh@gmail.com,Ashleigh,Domoney,Female,7/5/58,Dayton,Ohio,8/24/17,61,119.1,Midwest Region
577,towny@gmail.com,Towny,Scarrott,Male,8/1/88,El Paso,Texas,,31,#N/A,South Region
578,dosi@gmail.com,Dosi,Buckeridge,Female,4/18/90,Saint Louis,Missouri,,30,94,Midwest Region
579,jerrome@gmail.com,Jerrome,Tuffell,Male,12/7/65,Port Washington,New York,7/8/18,54,70,Northeast Region
580,rochella@gmail.com,Rochella,Conibere,Female,3/31/78,El Paso,Texas,11/1/17,42,120,South Region
581,goober@gmail.com,Goober,Idiens,Male,9/8/88,New York City,New York,12/25/16,31,3.85,Northeast Region
582,jennifer@gmail.com,Jennifer,Pattie,Female,1/18/72,Albany,New York,,48,98.2,Northeast Region
583,emmett@gmail.com,Emmett,Tuminini,Male,12/30/55,New Orleans,Louisiana,4/13/17,64,73.75,South Region
584,marrilee@gmail.com,Marrilee,Beavan,Female,6/22/78,Vero Beach,Florida,2/2/17,41,109.5,South Region
585,abbey@gmail.com,Abbey,Cairns,Male,7/25/70,Honolulu,Hawaii,8/1/17,49,122.5,West Region
586,leda@gmail.com,Leda,Scarbarrow,Female,11/16/71,San Diego,California,,48,90,West Region
587,aubrey@gmail.com,Aubrey,Grundey,Female,10/21/58,Palmdale,California,,61,#N/A,West Region
588,rustie@gmail.com,Rustie,Davydzenko,Male,3/23/83,Greeley,Colorado,,37,3.75,West Region
589,frederique@gmail.com,Frederique,Gribbins,Female,12/19/56,Silver Spring,Maryland,,63,453,South Region
590,lorna@gmail.com,Lorna,Burfoot,Female,7/26/70,Alpharetta,Georgia,1/7/18,49,70,South Region
591,solly@gmail.com,Solly,Philipeau,Male,,Evansville,Indiana,5/4/17,,102.5,Midwest Region
592,lem@gmail.com,Lem,Scardifield,Male,4/27/60,Phoenix,Arizona,6/3/18,60,104.2,West Region
593,rutledge@gmail.com,Rutledge,O'Heyne,Male,11/17/86,Omaha,Nebraska,,33,140.8,Midwest Region
594,phip@gmail.com,Phip,Jeffryes,Male,3/30/52,Lexington,Kentucky,4/21/17,68,488.7,South Region
595,garv@gmail.com,Garv,Austing,Male,1/12/70,Grand Junction,Colorado,1/16/17,50,104.4,West Region
596,filide@gmail.com,Filide,Tant,Female,10/29/59,Kansas City,Kansas,10/1/16,60,#N/A,Midwest Region
597,sophie@gmail.com,Sophie,Atwell,Female,7/31/52,Charlotte,North Carolina,6/27/17,67,15.4,South Region
598,skip@gmail.com,Skip,Peasegood,Male,8/28/76,Memphis,Tennessee,2/17/17,43,490,South Region
599,avivah@gmail.com,Avivah,Posen,Female,1/24/66,New Brunswick,New Jersey,6/8/17,54,3.85,Northeast Region
600,sigrid@gmail.com,Sigrid,Launchbury,Female,11/27/60,Clearwater,Florida,,59,91,South Region
601,etan@gmail.com,Etan,Stood,Male,2/12/56,El Paso,Texas,6/12/18,64,267.8,South Region
602,eli@gmail.com,Eli,Swedeland,Male,7/19/82,Birmingham,Alabama,5/29/17,37,5,South Region
603,constancy@gmail.com,Constancy,Bresnen,Female,11/2/71,Fairfax,Virginia,12/18/16,48,20,South Region
604,konstance@gmail.com,Konstance,Boyles,Female,,Bryan,Texas,5/11/17,,506.3,South Region
605,ervin@gmail.com,Ervin,Simecek,Male,8/11/69,Tucson,Arizona,1/15/17,50,72.4,West Region
606,kipp@gmail.com,Kipp,Ratlee,Male,3/2/85,Washington,District of Columbia,8/1/17,35,49,South Region
607,nanette@gmail.com,Nanette,Billitteri,Female,,Vero Beach,Florida,4/16/18,,59.5,South Region
608,merwin@gmail.com,Merwin,Nicholas,Male,5/9/81,Philadelphia,Pennsylvania,,39,129.8,Northeast Region
609,penni@gmail.com,Penni,Hands,Female,,Stamford,Connecticut,,,296,Northeast Region
610,deane@gmail.com,Deane,Jerram,Female,3/23/64,Fort Wayne,Indiana,8/4/17,56,131.2,Midwest Region
611,mellisa@gmail.com,Mellisa,Menichi,Female,12/11/54,Orange,California,6/21/18,65,54.6,West Region
612,briny@gmail.com,Briny,Richen,Female,4/13/72,Everett,Washington,7/6/18,48,#N/A,West Region
613,eunice@gmail.com,Eunice,Josey,Female,10/19/52,Newark,New Jersey,8/13/18,67,5,Northeast Region
614,lorettalorna@gmail.com,Lorettalorna,Adelberg,Female,1/27/85,Abilene,Texas,8/10/18,35,35.2,South Region
615,robby@gmail.com,Robby,Brazener,Male,6/17/58,Dallas,Texas,9/26/17,61,170.1,South Region
616,ambros@gmail.com,Ambros,Rathjen,Male,,Boca Raton,Florida,,,59.5,South Region
617,nadya@gmail.com,Nadya,Felgat,Female,12/13/85,San Francisco,California,,34,219,West Region
618,nissie@gmail.com,Nissie,Weddeburn,Female,4/5/65,Englewood,Colorado,7/9/17,55,22.8,West Region
619,paulie@gmail.com,Paulie,Figg,Male,6/9/78,El Paso,Texas,6/8/17,41,#N/A,South Region
620,kally@gmail.com,Kally,Moncreif,Female,1/25/56,Littleton,Colorado,,64,95,West Region
621,hirsch@gmail.com,Hirsch,Dedney,Male,1/14/82,Lansing,Michigan,5/26/17,38,#N/A,Midwest Region
622,geordie@gmail.com,Geordie,Bassingden,Male,12/21/50,Lafayette,Indiana,,69,53.7,Midwest Region
623,brendon@gmail.com,Brendon,Chrisp,Male,10/5/74,Indianapolis,Indiana,10/10/16,45,442,Midwest Region
624,brooks@gmail.com,Brooks,Duchesne,Male,7/15/70,Dallas,Texas,,49,307.95,South Region
625,maribelle@gmail.com,Maribelle,Huncoot,Female,6/24/86,Oklahoma City,Oklahoma,6/25/17,33,70,South Region
626,dolf@gmail.com,Dolf,Denley,Male,4/7/52,Boston,Massachusetts,,68,575.25,Northeast Region
627,amelia@gmail.com,Amelia,Southers,Female,11/28/89,Humble,Texas,,30,4.25,South Region
628,theodora@gmail.com,Theodora,Kubacki,Female,10/29/80,Fort Pierce,Florida,4/2/18,39,#N/A,South Region
629,robinet@gmail.com,Robinet,Stone,Female,10/19/54,Washington,District of Columbia,2/25/17,65,397,South Region
630,uta@gmail.com,Uta,Augustine,Female,,Miami,Florida,,,#N/A,South Region
631,florenza@gmail.com,Florenza,Strangman,Female,11/8/59,Savannah,Georgia,6/7/18,60,72,South Region
632,dene@gmail.com,Dene,Jelliman,Male,7/26/81,Long Beach,California,10/18/17,38,197.4,West Region
633,marcile@gmail.com,Marcile,Portress,Female,4/28/75,El Paso,Texas,,45,44.5,South Region
634,benedetta@gmail.com,Benedetta,Kuzma,Female,8/13/78,Detroit,Michigan,8/14/17,41,400,Midwest Region
635,maximilian@gmail.com,Maximilian,Aronstein,Male,3/8/86,El Paso,Texas,6/1/17,34,117.2,South Region
636,courtney@gmail.com,Courtney,Isles,Female,4/19/70,San Francisco,California,5/2/18,50,119.6,West Region
637,cayla@gmail.com,Cayla,Laidler,Female,9/30/83,Plano,Texas,3/8/18,36,64.15,South Region
638,brandon@gmail.com,Brandon,Marple,Male,2/2/65,Austin,Texas,5/7/18,55,80,South Region
639,glen@gmail.com,Glen,Le Batteur,Female,7/10/66,Washington,District of Columbia,6/25/18,53,#N/A,South Region
640,tannie@gmail.com,Tannie,Meeks,Male,9/4/58,Winston Salem,North Carolina,1/13/18,61,85,South Region
641,raymond@gmail.com,Raymond,Leile,Male,12/14/57,Memphis,Tennessee,5/26/17,62,424.8,South Region
642,jerrie@gmail.com,Jerrie,Overshott,Male,9/17/50,Duluth,Minnesota,1/18/17,69,20,Midwest Region
643,giavani@gmail.com,Giavani,Stock,Male,6/27/90,Houston,Texas,,29,70,South Region
644,madge@gmail.com,Madge,Kelloch,Female,7/5/62,Vero Beach,Florida,3/30/18,57,14,South Region
645,shae@gmail.com,Shae,Hillam,Male,1/8/53,Louisville,Kentucky,,67,5,South Region
646,cyndy@gmail.com,Cyndy,Dronsfield,Female,7/14/88,Fresno,California,4/26/18,31,70,West Region
647,scarlet@gmail.com,Scarlet,Dabbs,Female,8/10/73,Fort Worth,Texas,9/10/16,46,87,South Region
648,amitie@gmail.com,Amitie,Rodmell,Female,8/26/64,San Jose,California,,55,136,West Region
649,felix@gmail.com,Felix,Izachik,Male,4/20/73,Tampa,Florida,12/4/17,47,85.8,South Region
650,maren@gmail.com,Maren,Fumagalli,Female,2/10/65,Gainesville,Georgia,7/31/17,55,400,South Region
651,blisse@gmail.com,Blisse,Ollerton,Female,11/8/59,Orlando,Florida,9/17/16,60,135.2,South Region
652,harp@gmail.com,Harp,Wein,Male,8/23/87,Miami,Florida,11/7/17,32,154.2,South Region
653,si@gmail.com,Si,Clement,Male,,Burbank,California,10/1/16,,58.4,West Region
654,siana@gmail.com,Siana,Kenna,Female,12/15/80,Washington,District of Columbia,1/14/17,39,49,South Region
655,walsh@gmail.com,Walsh,Coomber,Male,4/26/66,Englewood,Colorado,11/7/16,54,17,West Region
656,raleigh@gmail.com,Raleigh,Sharrem,Male,6/30/87,York,Pennsylvania,3/21/18,32,84.8,Northeast Region
657,avril@gmail.com,Avril,Iannini,Female,11/11/78,Aurora,Colorado,5/20/18,41,164.35,West Region
658,bord@gmail.com,Bord,Dengel,Male,10/5/86,Charlotte,North Carolina,1/12/18,33,801.3,South Region
659,nadine@gmail.com,Nadine,Goshawke,Female,8/11/88,Hampton,Virginia,,31,50,South Region
660,nertie@gmail.com,Nertie,Garthland,Female,12/11/75,Columbus,Ohio,11/22/17,44,70,Midwest Region
661,willi@gmail.com,Willi,Olanda,Female,6/11/53,Colorado Springs,Colorado,11/27/16,66,352,West Region
662,pip@gmail.com,Pip,Dufaire,Male,,Houston,Texas,2/15/18,,440,South Region
663,libby@gmail.com,Libby,Wardrope,Female,4/18/78,Saint Louis,Missouri,4/23/18,42,149.8,Midwest Region
664,brook@gmail.com,Brook,Jorge,Male,3/20/51,Las Vegas,Nevada,3/3/17,69,116.5,West Region
665,aluino@gmail.com,Aluino,Legge,Male,4/20/73,Dallas,Texas,,47,16.6,South Region
666,hobard@gmail.com,Hobard,Kelly,Male,11/30/63,Reading,Pennsylvania,9/8/17,56,400,Northeast Region
667,belita@gmail.com,Belita,Hembry,Female,1/17/67,Houston,Texas,,53,70,South Region
668,rickard@gmail.com,Rickard,Bordes,Male,6/8/68,Tampa,Florida,,51,#N/A,South Region
669,stanwood@gmail.com,Stanwood,McChruiter,Male,8/11/87,El Paso,Texas,5/30/18,32,56,South Region
670,cooper@gmail.com,Cooper,McKellar,Male,5/5/56,West Palm Beach,Florida,6/20/17,64,189.4,South Region
671,lay@gmail.com,Lay,Craw,Male,1/18/55,Lexington,Kentucky,8/29/16,65,364.6,South Region
672,duffy@gmail.com,Duffy,Crowe,Male,2/19/80,Hartford,Connecticut,,40,5,Northeast Region
673,hershel@gmail.com,Hershel,Cudby,Male,10/15/71,Ann Arbor,Michigan,,48,790.8,Midwest Region
674,corney@gmail.com,Corney,Cuthbertson,Male,,Bakersfield,California,6/11/18,,162.5,West Region
675,fionnula@gmail.com,Fionnula,Kassel,Female,3/16/88,Saint Louis,Missouri,12/31/16,32,#N/A,Midwest Region
676,amalia@gmail.com,Amalia,Wadelin,Female,2/3/51,Tulsa,Oklahoma,7/29/17,69,25,South Region
677,waylin@gmail.com,Waylin,Tassell,Male,5/27/84,Lafayette,Indiana,,35,348,Midwest Region
678,brandise@gmail.com,Brandise,Bambrugh,Female,8/17/66,Hialeah,Florida,1/13/18,53,5,South Region
679,vin@gmail.com,Vin,Wyke,Female,1/18/66,Cleveland,Ohio,11/3/16,54,100,Midwest Region
680,mel@gmail.com,Mel,Deverson,Female,10/3/85,Norfolk,Virginia,5/18/17,34,16,South Region
681,helenka@gmail.com,Helenka,Coole,Female,2/18/70,Boise,Idaho,12/1/16,50,504.6,West Region
682,tildie@gmail.com,Tildie,Ellul,Female,4/12/70,Philadelphia,Pennsylvania,12/23/16,50,390.4,Northeast Region
683,sunny@gmail.com,Sunny,Dickon,Male,9/4/62,Irvine,California,6/15/17,57,5,West Region
684,annie@gmail.com,Annie,Fearney,Female,6/9/67,Wichita,Kansas,1/6/18,52,#N/A,Midwest Region
685,shirl@gmail.com,Shirl,Baytrop,Female,7/29/76,Saint Petersburg,Florida,5/7/18,43,123.9,South Region
686,giralda@gmail.com,Giralda,Venard,Female,11/15/77,Bryan,Texas,8/19/17,42,25,South Region
687,gay@gmail.com,Gay,Smeeth,Female,10/15/85,Columbia,South Carolina,,34,70,South Region
688,brannon@gmail.com,Brannon,Putson,Male,3/20/56,Iowa City,Iowa,7/22/18,64,494.2,Midwest Region
689,adamo@gmail.com,Adamo,Thowless,Male,3/13/54,Watertown,Massachusetts,,66,80.9,Northeast Region
690,marsha@gmail.com,Marsha,Mitham,Female,7/5/56,Oklahoma City,Oklahoma,,63,420,South Region
691,andonis@gmail.com,Andonis,Azam,Male,7/20/87,New Orleans,Louisiana,,32,478.8,South Region
692,colly@gmail.com,Colly,Patrono,Female,12/19/86,Huntsville,Alabama,,33,35,South Region
693,ethe@gmail.com,Ethe,Belamy,Male,5/8/86,Indianapolis,Indiana,1/1/17,34,260,Midwest Region
694,allard@gmail.com,Allard,Fayer,Male,5/5/57,Virginia Beach,Virginia,6/30/18,63,65.85,South Region
695,lorianna@gmail.com,Lorianna,Blumson,Female,1/11/64,Tucson,Arizona,5/9/18,56,142,West Region
696,vernon@gmail.com,Vernon,Bassford,Male,4/18/63,Valdosta,Georgia,,57,#N/A,South Region
697,margalit@gmail.com,Margalit,Burnsides,Female,,Buffalo,New York,,,173.6,Northeast Region
698,kaja@gmail.com,Kaja,Klaassens,Female,5/28/66,Chicago,Illinois,7/19/18,53,#N/A,Midwest Region
699,jaime@gmail.com,Jaime,Oliva,Male,12/15/68,Mount Vernon,New York,,51,154.7,Northeast Region
700,krissie@gmail.com,Krissie,Sabatier,Female,7/10/87,Kissimmee,Florida,,32,862.8,South Region
701,josie@gmail.com,Josie,Mohan,Female,12/14/58,Charlotte,North Carolina,2/14/18,61,20,South Region
702,dulsea@gmail.com,Dulsea,Seson,Female,8/18/87,New York City,New York,,32,396.7,Northeast Region
703,mead@gmail.com,Mead,Standley,Female,12/12/86,Athens,Georgia,4/16/18,33,5,South Region
704,sonja@gmail.com,Sonja,Fysh,Female,1/16/58,Sacramento,California,12/12/16,62,610.6,West Region
705,hermione@gmail.com,Hermione,Chazotte,Female,11/22/72,Fargo,North Dakota,4/28/18,47,5,Midwest Region
706,fran@gmail.com,Fran,Orpen,Female,9/8/89,Sioux Falls,South Dakota,,30,107.8,Midwest Region
707,shani@gmail.com,Shani,Finch,Female,9/11/71,Beaumont,Texas,,48,49.7,South Region
708,tamarra@gmail.com,Tamarra,Shah,Female,,Boston,Massachusetts,,,378.4,Northeast Region
709,katine@gmail.com,Katine,Rothert,Female,3/20/88,Denver,Colorado,,32,578.6,West Region
710,juliette@gmail.com,Juliette,Morrilly,Female,8/19/71,Dallas,Texas,12/5/17,48,16.2,South Region
711,ame@gmail.com,Ame,Wadham,Female,,Allentown,Pennsylvania,,,16.6,Northeast Region
712,gaby@gmail.com,Gaby,Gillions,Female,12/28/58,Birmingham,Alabama,,61,404,South Region
713,armstrong@gmail.com,Armstrong,Sixsmith,Male,5/17/65,Albany,New York,11/28/17,55,135.6,Northeast Region
714,winnie@gmail.com,Winnie,Caltera,Male,2/17/64,Charlotte,North Carolina,7/24/17,56,18,South Region
715,ewell@gmail.com,Ewell,Vedishchev,Male,6/8/62,Montgomery,Alabama,11/25/16,57,80,South Region
716,laureen@gmail.com,Laureen,Marchant,Female,6/6/79,Flint,Michigan,9/21/17,40,20,Midwest Region
717,evaleen@gmail.com,Evaleen,Angric,Female,12/3/59,Redwood City,California,,60,50,West Region
718,robbert@gmail.com,Robbert,Hebden,Male,11/7/56,Bozeman,Montana,2/3/18,63,139,West Region
719,marianna@gmail.com,Marianna,Rosina,Female,1/31/68,North Little Rock,Arkansas,5/12/18,52,#N/A,South Region
720,gusta@gmail.com,Gusta,Ide,Female,1/10/87,Erie,Pennsylvania,,33,50,Northeast Region
721,rabbi@gmail.com,Rabbi,Shayes,Male,3/20/63,Indianapolis,Indiana,,57,90,Midwest Region
722,freemon@gmail.com,Freemon,Haffenden,Male,,Anaheim,California,10/27/17,,55.3,West Region
723,marya@gmail.com,Marya,Abramowitz,Female,12/5/52,Anchorage,Alaska,6/24/17,67,87.8,West Region
724,marrilee@gmail.com,Marrilee,Lubman,Female,4/14/57,Irvine,California,9/3/17,63,#N/A,West Region
725,tilda@gmail.com,Tilda,Irnis,Female,4/12/61,Frankfort,Kentucky,9/13/17,59,495.2,South Region
726,lockwood@gmail.com,Lockwood,Inkles,Male,3/21/84,Warren,Ohio,,36,88,Midwest Region
727,giustina@gmail.com,Giustina,Piwell,Female,4/12/68,Bradenton,Florida,9/22/17,52,151.6,South Region
728,izaak@gmail.com,Izaak,Hullock,Male,11/17/58,San Francisco,California,2/18/17,61,20,West Region
729,jasmine@gmail.com,Jasmine,Neve,Female,4/11/60,Jamaica,New York,8/8/17,60,53.9,Northeast Region
730,tremain@gmail.com,Tremain,Colston,Male,7/4/53,Dallas,Texas,3/13/17,66,#N/A,South Region
731,benni@gmail.com,Benni,Ambrogetti,Female,7/16/66,Henderson,Nevada,,53,#N/A,West Region
732,billy@gmail.com,Billy,Cattel,Female,7/10/63,Washington,District of Columbia,8/8/18,56,496.2,South Region
733,jacques@gmail.com,Jacques,Pyzer,Male,5/5/77,Atlanta,Georgia,,43,52.5,South Region
734,hilda@gmail.com,Hilda,Hansel,Female,7/22/52,San Francisco,California,11/28/16,67,460,West Region
735,odell@gmail.com,Odell,Fonzone,Male,8/28/52,Washington,District of Columbia,2/3/17,67,#N/A,South Region
736,neils@gmail.com,Neils,Marciek,Male,1/12/70,Seattle,Washington,,50,541.1,West Region
737,ruttger@gmail.com,Ruttger,Hicklingbottom,Male,2/17/66,Tampa,Florida,,54,76.8,South Region
738,eal@gmail.com,Eal,Beverage,Male,6/12/54,Paterson,New Jersey,7/15/18,65,80,Northeast Region
739,demeter@gmail.com,Demeter,Seiler,Female,3/14/70,Madison,Wisconsin,1/23/18,50,366,Midwest Region
740,othilie@gmail.com,Othilie,Foulgham,Female,2/23/51,Akron,Ohio,5/26/18,69,#N/A,Midwest Region
741,velvet@gmail.com,Velvet,Klulisek,Female,9/20/67,Portland,Oregon,3/8/18,52,308,West Region
742,alric@gmail.com,Alric,Gouda,Male,,Miami,Florida,4/3/18,,56,South Region
743,bing@gmail.com,Bing,Janczyk,Male,12/11/52,Laredo,Texas,,67,87.6,South Region
744,ezri@gmail.com,Ezri,Jancar,Male,9/11/87,Pittsburgh,Pennsylvania,,32,383.4,Northeast Region
745,penn@gmail.com,Penn,Ellcome,Male,3/18/51,Fort Worth,Texas,,69,55.3,South Region
746,jordain@gmail.com,Jordain,Bellham,Female,5/27/75,Camden,New Jersey,,44,210,Northeast Region
747,helen-elizabeth@gmail.com,Helen-elizabeth,Parriss,Female,,Austin,Texas,6/4/17,,#N/A,South Region
